"date","age_cat","n","percent"
2021-08-27,"40 to 59",0,NA
2021-08-27,"60+",4,1
2021-08-28,"Under 15",1,1
2021-08-28,"15 to 39",1,1
2021-08-28,"40 to 59",1,1
2021-08-28,"60+",2,1
2021-08-29,"Under 15",1,1
2021-08-29,"15 to 39",0,NA
2021-08-29,"40 to 59",1,1
2021-08-29,"60+",1,1
2021-08-30,"Under 15",1,1
2021-08-30,"15 to 39",2,1
2021-08-30,"40 to 59",1,1
2021-08-30,"60+",3,1
2021-08-31,"Under 15",0,NA
2021-08-31,"15 to 39",1,1
2021-08-31,"40 to 59",1,1
2021-08-31,"60+",2,1
2021-09-01,"Under 15",0,NA
2021-09-01,"15 to 39",0,NA
2021-09-01,"40 to 59",0,NA
2021-09-01,"60+",2,1
2021-09-02,"Under 15",1,1
2021-09-02,"15 to 39",4,1
2021-09-02,"40 to 59",1,1
2021-09-02,"60+",1,1
2021-09-03,"Under 15",0,NA
2021-09-03,"15 to 39",0,NA
2021-09-03,"40 to 59",3,1
2021-09-03,"60+",2,1
2021-09-04,"Under 15",0,NA
2021-09-04,"15 to 39",1,1
2021-09-04,"40 to 59",2,1
2021-09-04,"60+",2,1
2021-09-05,"Under 15",0,NA
2021-09-05,"15 to 39",2,1
2021-09-05,"40 to 59",1,1
2021-09-05,"60+",2,1
2021-09-06,"Under 15",1,1
2021-09-06,"15 to 39",1,1
2021-09-06,"40 to 59",1,1
2021-09-06,"60+",3,1
2021-09-07,"Under 15",0,NA
2021-09-07,"15 to 39",1,1
2021-09-07,"40 to 59",1,1
2021-09-07,"60+",4,1
2021-09-08,"Under 15",0,NA
2021-09-08,"15 to 39",1,1
2021-09-08,"40 to 59",3,1
2021-09-08,"60+",0,NA
2021-09-09,"Under 15",1,1
2021-09-09,"15 to 39",2,1
2021-09-09,"40 to 59",0,NA
2021-09-09,"60+",2,1
2021-09-10,"Under 15",0,NA
2021-09-10,"15 to 39",2,1
2021-09-10,"40 to 59",6,1
2021-09-10,"60+",1,1
2021-09-11,"Under 15",0,NA
2021-09-11,"15 to 39",2,1
2021-09-11,"40 to 59",2,1
2021-09-11,"60+",0,NA
2021-09-12,"Under 15",0,NA
2021-09-12,"15 to 39",2,1
2021-09-12,"40 to 59",1,1
2021-09-12,"60+",1,1
2021-09-13,"Under 15",0,NA
2021-09-13,"15 to 39",5,1
2021-09-13,"40 to 59",5,1
2021-09-13,"60+",0,NA
2021-09-14,"Under 15",0,NA
2021-09-14,"15 to 39",1,1
2021-09-14,"40 to 59",2,1
2021-09-14,"60+",1,1
2021-09-15,"Under 15",0,NA
2021-09-15,"15 to 39",1,1
2021-09-15,"40 to 59",0,NA
2021-09-15,"60+",2,1
2021-09-16,"Under 15",0,NA
2021-09-16,"15 to 39",0,NA
2021-09-16,"40 to 59",0,NA
2021-09-16,"60+",4,1
2021-09-17,"Under 15",1,1
2021-09-17,"15 to 39",1,1
2021-09-17,"40 to 59",0,NA
2021-09-17,"60+",1,1
2021-09-18,"Under 15",1,1
2021-09-18,"15 to 39",0,NA
2021-09-18,"40 to 59",1,1
2021-09-18,"60+",2,1
2021-09-19,"Under 15",0,NA
2021-09-19,"15 to 39",3,1
2021-09-19,"40 to 59",1,1
2021-09-19,"60+",0,NA
2021-09-20,"Under 15",1,1
2021-09-20,"15 to 39",0,NA
2021-09-20,"40 to 59",0,NA
2021-09-20,"60+",1,1
2021-09-21,"Under 15",0,NA
2021-09-21,"15 to 39",2,1
2021-09-21,"40 to 59",0,NA
2021-09-21,"60+",2,1
2021-09-22,"Under 15",0,NA
2021-09-22,"15 to 39",4,1
2021-09-22,"40 to 59",0,NA
2021-09-22,"60+",2,1
2021-09-23,"Under 15",0,NA
2021-09-23,"15 to 39",2,1
2021-09-23,"40 to 59",3,1
2021-09-23,"60+",0,NA
2021-09-24,"Under 15",0,NA
2021-09-24,"15 to 39",0,NA
2021-09-24,"40 to 59",3,1
2021-09-24,"60+",1,1
2021-09-25,"Under 15",0,NA
2021-09-25,"15 to 39",2,1
2021-09-25,"40 to 59",1,1
2021-09-25,"60+",3,1
2021-09-26,"Under 15",1,1
2021-09-26,"15 to 39",1,1
2021-09-26,"40 to 59",1,1
2021-09-26,"60+",0,NA
2021-09-27,"Under 15",0,NA
2021-09-27,"15 to 39",2,1
2021-09-27,"40 to 59",0,NA
2021-09-27,"60+",1,1
2021-09-28,"Under 15",0,NA
2021-09-28,"15 to 39",1,1
2021-09-28,"40 to 59",0,NA
2021-09-28,"60+",0,NA
2021-09-29,"Under 15",1,1
2021-09-29,"15 to 39",3,1
2021-09-29,"40 to 59",1,1
2021-09-29,"60+",7,1
2021-09-30,"Under 15",0,NA
2021-09-30,"15 to 39",1,1
2021-09-30,"40 to 59",1,1
2021-09-30,"60+",4,1
2021-10-01,"Under 15",0,NA
2021-10-01,"15 to 39",1,1
2021-10-01,"40 to 59",2,1
2021-10-01,"60+",0,NA
2021-10-02,"Under 15",0,NA
2021-10-02,"15 to 39",0,NA
2021-10-02,"40 to 59",3,1
2021-10-02,"60+",1,1
2021-10-03,"Under 15",1,1
2021-10-03,"15 to 39",2,1
2021-10-03,"40 to 59",2,1
2021-10-03,"60+",3,1
2021-10-04,"Under 15",0,NA
2021-10-04,"15 to 39",0,NA
2021-10-04,"40 to 59",3,1
2021-10-04,"60+",1,1
2021-10-05,"Under 15",0,NA
2021-10-05,"15 to 39",0,NA
2021-10-05,"40 to 59",0,NA
2021-10-05,"60+",1,1
2021-10-06,"Under 15",1,1
2021-10-06,"15 to 39",1,1
2021-10-06,"40 to 59",2,1
2021-10-06,"60+",2,1
2021-10-07,"Under 15",0,NA
2021-10-07,"15 to 39",0,NA
2021-10-07,"40 to 59",2,1
2021-10-07,"60+",3,1
2021-10-08,"Under 15",0,NA
2021-10-08,"15 to 39",2,1
2021-10-08,"40 to 59",3,1
2021-10-08,"60+",1,1
2021-10-09,"Under 15",0,NA
2021-10-09,"15 to 39",3,1
2021-10-09,"40 to 59",1,1
2021-10-09,"60+",1,1
2021-10-10,"Under 15",0,NA
2021-10-10,"15 to 39",1,1
2021-10-10,"40 to 59",1,1
2021-10-10,"60+",1,1
2021-10-11,"Under 15",0,NA
2021-10-11,"15 to 39",1,1
2021-10-11,"40 to 59",1,1
2021-10-11,"60+",1,1
2021-10-12,"Under 15",0,NA
2021-10-12,"15 to 39",2,1
2021-10-12,"40 to 59",2,1
2021-10-12,"60+",0,NA
2021-10-13,"Under 15",0,NA
2021-10-13,"15 to 39",0,NA
2021-10-13,"40 to 59",1,1
2021-10-13,"60+",0,NA
2021-10-14,"Under 15",0,NA
2021-10-14,"15 to 39",2,1
2021-10-14,"40 to 59",2,1
2021-10-14,"60+",1,1
2021-10-15,"Under 15",1,1
2021-10-15,"15 to 39",0,NA
2021-10-15,"40 to 59",2,1
2021-10-15,"60+",3,1
2021-10-16,"Under 15",1,1
2021-10-16,"15 to 39",2,1
2021-10-16,"40 to 59",2,1
2021-10-16,"60+",4,1
2021-10-17,"Under 15",0,NA
2021-10-17,"15 to 39",1,1
2021-10-17,"40 to 59",1,1
2021-10-17,"60+",0,NA
2021-10-18,"Under 15",1,1
2021-10-18,"15 to 39",3,1
2021-10-18,"40 to 59",1,1
2021-10-18,"60+",7,1
2021-10-19,"Under 15",0,NA
2021-10-19,"15 to 39",0,NA
2021-10-19,"40 to 59",2,1
2021-10-19,"60+",0,NA
2021-10-20,"Under 15",0,NA
2021-10-20,"15 to 39",0,NA
2021-10-20,"40 to 59",0,NA
2021-10-20,"60+",0,NA
2021-10-21,"Under 15",0,NA
2021-10-21,"15 to 39",0,NA
2021-10-21,"40 to 59",2,1
2021-10-21,"60+",3,1
2021-10-22,"Under 15",1,1
2021-10-22,"15 to 39",3,1
2021-10-22,"40 to 59",0,NA
2021-10-22,"60+",1,1
2021-10-23,"Under 15",1,1
2021-10-23,"15 to 39",3,1
2021-10-23,"40 to 59",0,NA
2021-10-23,"60+",1,1
2021-10-24,"Under 15",0,NA
2021-10-24,"15 to 39",0,NA
2021-10-24,"40 to 59",2,1
2021-10-24,"60+",0,NA
2021-10-25,"Under 15",0,NA
2021-10-25,"15 to 39",1,1
2021-10-25,"40 to 59",1,1
2021-10-25,"60+",2,1
2021-10-26,"Under 15",1,1
2021-10-26,"15 to 39",1,1
2021-10-26,"40 to 59",2,1
2021-10-26,"60+",1,1
2021-10-27,"Under 15",0,NA
2021-10-27,"15 to 39",0,NA
2021-10-27,"40 to 59",1,1
2021-10-27,"60+",2,1
2021-10-28,"Under 15",0,NA
2021-10-28,"15 to 39",2,1
2021-10-28,"40 to 59",2,1
2021-10-28,"60+",0,NA
2021-10-29,"Under 15",1,1
2021-10-29,"15 to 39",1,1
2021-10-29,"40 to 59",2,1
2021-10-29,"60+",2,1
2021-10-30,"Under 15",0,NA
2021-10-30,"15 to 39",1,1
2021-10-30,"40 to 59",1,1
2021-10-30,"60+",1,1
2021-10-31,"Under 15",0,NA
2021-10-31,"15 to 39",4,1
2021-10-31,"40 to 59",2,1
2021-10-31,"60+",1,1
2021-11-01,"Under 15",0,NA
2021-11-01,"15 to 39",2,1
2021-11-01,"40 to 59",1,1
2021-11-01,"60+",4,1
2021-11-02,"Under 15",2,1
2021-11-02,"15 to 39",3,1
2021-11-02,"40 to 59",1,1
2021-11-02,"60+",3,1
2021-11-03,"Under 15",0,NA
2021-11-03,"15 to 39",0,NA
2021-11-03,"40 to 59",2,1
2021-11-03,"60+",0,NA
2021-11-04,"Under 15",0,NA
2021-11-04,"15 to 39",2,1
2021-11-04,"40 to 59",1,1
2021-11-04,"60+",2,1
2021-11-05,"Under 15",2,1
2021-11-05,"15 to 39",2,1
2021-11-05,"40 to 59",2,1
2021-11-05,"60+",1,1
2021-11-06,"Under 15",0,NA
2021-11-06,"15 to 39",0,NA
2021-11-06,"40 to 59",0,NA
2021-11-06,"60+",2,1
2021-11-07,"Under 15",0,NA
2021-11-07,"15 to 39",0,NA
2021-11-07,"40 to 59",1,1
2021-11-07,"60+",2,1
2021-11-08,"Under 15",0,NA
2021-11-08,"15 to 39",0,NA
2021-11-08,"40 to 59",3,1
2021-11-08,"60+",1,1
2021-11-09,"Under 15",2,1
2021-11-09,"15 to 39",2,1
2021-11-09,"40 to 59",1,1
2021-11-09,"60+",1,1
2021-11-10,"Under 15",0,NA
2021-11-10,"15 to 39",1,1
2021-11-10,"40 to 59",1,1
2021-11-10,"60+",2,1
2021-11-11,"Under 15",1,1
2021-11-11,"15 to 39",2,1
2021-11-11,"40 to 59",2,1
2021-11-11,"60+",5,1
2021-11-12,"Under 15",0,NA
2021-11-12,"15 to 39",1,1
2021-11-12,"40 to 59",1,1
2021-11-12,"60+",2,1
2021-11-13,"Under 15",0,NA
2021-11-13,"15 to 39",0,NA
2021-11-13,"40 to 59",4,1
2021-11-13,"60+",3,1
2021-11-14,"Under 15",0,NA
2021-11-14,"15 to 39",2,1
2021-11-14,"40 to 59",3,1
2021-11-14,"60+",1,1
2021-11-15,"Under 15",0,NA
2021-11-15,"15 to 39",0,NA
2021-11-15,"40 to 59",0,NA
2021-11-15,"60+",0,NA
2021-11-16,"Under 15",0,NA
2021-11-16,"15 to 39",2,1
2021-11-16,"40 to 59",2,1
2021-11-16,"60+",1,1
2021-11-17,"Under 15",0,NA
2021-11-17,"15 to 39",2,1
2021-11-17,"40 to 59",0,NA
2021-11-17,"60+",6,1
2021-11-18,"Under 15",0,NA
2021-11-18,"15 to 39",1,1
2021-11-18,"40 to 59",0,NA
2021-11-18,"60+",4,1
2021-11-19,"Under 15",1,1
2021-11-19,"15 to 39",1,1
2021-11-19,"40 to 59",2,1
2021-11-19,"60+",2,1
2021-11-20,"Under 15",0,NA
2021-11-20,"15 to 39",0,NA
2021-11-20,"40 to 59",1,1
2021-11-20,"60+",3,1
2021-11-21,"Under 15",0,NA
2021-11-21,"15 to 39",2,1
2021-11-21,"40 to 59",1,1
2021-11-21,"60+",2,1
2021-11-22,"Under 15",0,NA
2021-11-22,"15 to 39",0,NA
2021-11-22,"40 to 59",1,1
2021-11-22,"60+",0,NA
2021-11-23,"Under 15",0,NA
2021-11-23,"15 to 39",0,NA
2021-11-23,"40 to 59",0,NA
2021-11-23,"60+",1,1
2021-11-24,"Under 15",0,NA
2021-11-24,"15 to 39",1,1
2021-11-24,"40 to 59",0,NA
2021-11-24,"60+",4,1
2021-11-25,"Under 15",0,NA
2021-11-25,"15 to 39",1,1
2021-11-25,"40 to 59",0,NA
2021-11-25,"60+",3,1
2021-11-26,"Under 15",1,1
2021-11-26,"15 to 39",0,NA
2021-11-26,"40 to 59",2,1
2021-11-26,"60+",3,1
2021-11-27,"Under 15",1,1
2021-11-27,"15 to 39",3,1
2021-11-27,"40 to 59",0,NA
2021-11-27,"60+",0,NA
2021-11-28,"Under 15",0,NA
2021-11-28,"15 to 39",2,1
2021-11-28,"40 to 59",1,1
2021-11-28,"60+",1,1
2021-11-29,"Under 15",0,NA
2021-11-29,"15 to 39",0,NA
2021-11-29,"40 to 59",0,NA
2021-11-29,"60+",4,1
2021-11-30,"Under 15",1,1
2021-11-30,"15 to 39",0,NA
2021-11-30,"40 to 59",0,NA
2021-11-30,"60+",2,1
2021-12-01,"Under 15",0,NA
2021-12-01,"15 to 39",0,NA
2021-12-01,"40 to 59",0,NA
2021-12-01,"60+",0,NA
2021-12-02,"Under 15",0,NA
2021-12-02,"15 to 39",0,NA
2021-12-02,"40 to 59",0,NA
2021-12-02,"60+",2,1
2021-12-03,"Under 15",0,NA
2021-12-03,"15 to 39",0,NA
2021-12-03,"40 to 59",1,1
2021-12-03,"60+",3,1
2021-12-04,"Under 15",0,NA
2021-12-04,"15 to 39",2,1
2021-12-04,"40 to 59",2,1
2021-12-04,"60+",2,1
2021-12-05,"Under 15",0,NA
2021-12-05,"15 to 39",0,NA
2021-12-05,"40 to 59",2,1
2021-12-05,"60+",4,1
2021-12-06,"Under 15",0,NA
2021-12-06,"15 to 39",2,1
2021-12-06,"40 to 59",1,1
2021-12-06,"60+",0,NA
2021-12-07,"Under 15",0,NA
2021-12-07,"15 to 39",2,1
2021-12-07,"40 to 59",1,1
2021-12-07,"60+",1,1
2021-12-08,"Under 15",0,NA
2021-12-08,"15 to 39",1,1
2021-12-08,"40 to 59",2,1
2021-12-08,"60+",1,1
2021-12-09,"Under 15",0,NA
2021-12-09,"15 to 39",3,1
2021-12-09,"40 to 59",0,NA
2021-12-09,"60+",1,1
2021-12-10,"Under 15",0,NA
2021-12-10,"15 to 39",0,NA
2021-12-10,"40 to 59",1,1
2021-12-10,"60+",2,1
2021-12-11,"Under 15",1,1
2021-12-11,"15 to 39",1,1
2021-12-11,"40 to 59",1,1
2021-12-11,"60+",2,1
2021-12-12,"Under 15",0,NA
2021-12-12,"15 to 39",1,1
2021-12-12,"40 to 59",1,1
2021-12-12,"60+",1,1
2021-12-13,"Under 15",1,1
2021-12-13,"15 to 39",0,NA
2021-12-13,"40 to 59",1,1
2021-12-13,"60+",2,1
2021-12-14,"Under 15",1,1
2021-12-14,"15 to 39",0,NA
2021-12-14,"40 to 59",1,1
2021-12-14,"60+",1,1
2021-12-15,"Under 15",2,1
2021-12-15,"15 to 39",2,1
2021-12-15,"40 to 59",0,NA
2021-12-15,"60+",3,1
2021-12-16,"Under 15",0,NA
2021-12-16,"15 to 39",1,1
2021-12-16,"40 to 59",2,1
2021-12-16,"60+",1,1
2021-12-17,"Under 15",1,1
2021-12-17,"15 to 39",3,1
2021-12-17,"40 to 59",1,1
2021-12-17,"60+",4,1
2021-12-18,"Under 15",1,1
2021-12-18,"15 to 39",3,1
2021-12-18,"40 to 59",2,1
2021-12-18,"60+",5,1
2021-12-19,"Under 15",0,NA
2021-12-19,"15 to 39",0,NA
2021-12-19,"40 to 59",1,1
2021-12-19,"60+",0,NA
2021-12-20,"Under 15",1,1
2021-12-20,"15 to 39",0,NA
2021-12-20,"40 to 59",3,1
2021-12-20,"60+",3,1
2021-12-21,"Under 15",0,NA
2021-12-21,"15 to 39",1,1
2021-12-21,"40 to 59",1,1
2021-12-21,"60+",3,1
2021-12-22,"Under 15",2,1
2021-12-22,"15 to 39",1,1
2021-12-22,"40 to 59",0,NA
2021-12-22,"60+",0,NA
2021-12-23,"Under 15",1,1
2021-12-23,"15 to 39",2,1
2021-12-23,"40 to 59",0,NA
2021-12-23,"60+",2,1
2021-12-24,"Under 15",2,1
2021-12-24,"15 to 39",1,1
2021-12-24,"40 to 59",1,1
2021-12-24,"60+",3,1
2021-12-25,"Under 15",2,1
2021-12-25,"15 to 39",0,NA
2021-12-25,"40 to 59",0,NA
2021-12-25,"60+",2,1
2021-12-26,"Under 15",0,NA
2021-12-26,"15 to 39",1,1
2021-12-26,"40 to 59",1,1
2021-12-26,"60+",3,1
2021-12-27,"Under 15",0,NA
2021-12-27,"15 to 39",4,1
2021-12-27,"40 to 59",1,1
2021-12-27,"60+",3,1
2021-12-28,"Under 15",0,NA
2021-12-28,"15 to 39",2,1
2021-12-28,"40 to 59",6,1
2021-12-28,"60+",3,1
2021-12-29,"Under 15",1,1
2021-12-29,"15 to 39",2,1
2021-12-29,"40 to 59",0,NA
2021-12-29,"60+",3,1
2021-12-30,"Under 15",0,NA
2021-12-30,"15 to 39",0,NA
2021-12-30,"40 to 59",1,1
2021-12-30,"60+",0,NA
2021-12-31,"Under 15",0,NA
2021-12-31,"15 to 39",1,1
2021-12-31,"40 to 59",1,1
2021-12-31,"60+",3,1
